Judul,Penulis,Abstrak
Model Gerakan Dakwa Keagamaan Muhammadiyah: Studi Etnografi di Kabupaten Sidoarjo Jawa Timur,"P Handayani, I Faizah - Jurnal Sosiologi Reflektif, 2020 - ejournal.uin-suka.ac.id","… untuk menjawab masalah-masalah umat era modern; (2) … dengan pemikiran pendidikan 
Barat yang modern; (4) kelompok … terkontaminasi dengan adat dan budaya masyarakat sekitar. …"
