Judul,Penulis,Abstrak
Sumbangan Indeks Kualitas Udara Wilayah sebagai Bagian Pencapaian Sustainable Development Goals (Studi Kasus: Kabupaten Magetan),"DR Arini, C Purnawan, ES Rahayu… - ENVIRO: Journal of …, 2022 - jurnal.uns.ac.id","… /kota sehingga menghasilkan nilai kualitas udara ambien rata-rata tahunan kabupaten/kota; … 
perhitungan rata-rata nilai kualitas udara ambien rata-rata tahunan kabupaten/kota; …"
