Judul,Penulis,Abstrak
IMPLIKASI ETIKA KEILMUAN DALAM PENGGUNAAN ARTIFICIAL INTELLIGENCE (AI) PADA KETERAMPILAN MENULIS KARYA ILMIAH SISWA KELAS XI MAN 2 …,"MN Ummah, W Siswanto, K Andajani - … dan Sastra Indonesia, 2025 - jurnal.umt.ac.id","… guru mata pelajaran Bahasa Indonesia yang terlibat dalam proses … tanpa bimbingan yang 
memadai memunculkan risiko plagiarisme… berbasis proses. Penelitian ini menegaskan bahwa …"
